,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
3898,35,Other,9.13,2.7,1.0,0.69,8.3,202,58,10.68,Medium,No,Severe,1
3899,27,Other,4.17,3.72,0.79,3.73,6.61,53,45,6.89,Medium,No,Not addicted,0
3900,30,Female,8.51,4.59,0.14,3.1,6.21,32,53,11.42,Medium,No,Severe,1
3901,20,Female,8.28,0.74,3.18,1.59,6.59,28,57,10.32,Medium,No,Moderate,1
3902,18,Female,4.85,2.77,3.31,1.43,8.77,229,62,7.8,Medium,No,Mild,0
3903,30,Other,3.09,3.46,3.59,2.47,4.89,169,166,3.67,Medium,No,Mild,0
3904,25,Other,4.58,1.52,1.62,3.83,7.92,39,140,6.35,Low,Yes,Mild,0
3905,23,Male,9.13,1.48,3.87,0.92,7.19,55,52,9.96,High,Yes,Severe,1
3906,35,Male,5.32,3.54,1.32,5.24,8.85,119,37,7.04,Medium,No,Not addicted,0
3907,26,Male,10.77,5.61,3.36,5.44,6.84,240,75,12.36,Low,No,Moderate,1
3908,27,Female,3.43,1.61,3.25,1.57,6.8,120,177,4.21,High,Yes,Mild,0
3909,34,Male,6.65,4.04,0.09,5.7,6.67,114,121,7.99,Low,Yes,Moderate,1
3910,22,Male,7.36,2.51,2.46,4.31,7.47,24,86,9.04,Low,Yes,Mild,0
3911,25,Other,7.07,0.98,0.57,1.11,8.12,93,130,9.63,Medium,Yes,Mild,0
3912,22,Other,9.17,5.94,2.81,3.92,8.43,103,81,10.06,Medium,Yes,Moderate,1
3913,25,Other,11.46,4.52,3.49,3.31,5.14,99,22,13.66,Low,Yes,Severe,1
3914,34,Male,3.94,5.5,1.67,0.91,6.76,170,144,6.49,Low,Yes,Severe,1
3915,24,Female,5.08,4.48,1.75,5.97,8.0,104,47,6.04,Medium,No,Moderate,1
3916,33,Male,5.09,1.24,2.81,4.38,5.31,249,52,5.84,Medium,No,Not addicted,0
3917,28,Male,3.45,1.03,2.47,3.68,8.0,67,160,6.28,Medium,No,Mild,0
3918,20,Male,9.34,2.67,3.26,5.94,8.02,128,16,11.21,Low,No,Severe,1
3919,25,Other,4.79,2.84,3.25,0.53,7.81,107,133,6.1,Low,No,Mild,0
3920,27,Other,11.16,3.13,3.9,1.01,4.89,249,49,13.31,Medium,Yes,Moderate,1
3921,21,Male,8.25,0.98,1.05,2.7,8.67,240,28,10.69,Low,No,Severe,1
3922,30,Other,7.12,4.56,1.68,5.31,6.1,178,163,7.81,High,No,Severe,1
3923,32,Male,6.65,4.57,0.55,2.58,8.93,166,161,9.13,Medium,Yes,Severe,1
3924,32,Male,9.0,4.56,0.79,4.24,8.88,95,170,9.76,Medium,Yes,Severe,1
3925,21,Other,7.48,3.08,1.09,5.45,5.17,57,40,10.12,High,No,Mild,0
3926,21,Male,10.29,4.87,3.37,1.55,6.81,191,162,10.86,Low,No,Severe,1
3927,21,Male,7.08,1.06,2.65,3.75,6.14,80,158,8.4,High,Yes,Mild,0
3928,33,Male,3.91,2.14,0.83,5.76,4.89,75,96,6.04,High,Yes,Mild,0
3929,20,Female,9.27,5.8,2.42,5.8,8.85,248,112,10.35,Low,No,Severe,1
3930,20,Male,9.31,5.29,3.46,1.66,8.72,182,144,12.17,Low,No,Severe,1
3931,33,Other,10.21,3.49,3.86,4.29,5.16,121,153,11.04,High,No,Severe,1
3932,19,Other,4.56,3.32,1.21,3.03,7.53,126,161,7.45,Low,Yes,Mild,0
3933,23,Male,6.32,2.11,2.42,1.09,5.86,83,122,7.67,Low,Yes,Moderate,1
3934,25,Other,6.73,4.31,3.39,0.95,4.95,231,17,8.03,Low,Yes,Severe,1
3935,18,Other,7.36,4.18,2.78,1.8,6.61,52,142,9.61,Medium,Yes,Severe,1
3936,29,Male,11.67,4.93,0.7,2.99,6.88,216,167,12.93,Low,No,Severe,1
3937,31,Other,7.02,1.27,0.21,0.99,6.44,176,65,7.68,Low,No,Moderate,1
3938,32,Female,5.82,4.29,2.23,4.3,6.71,86,18,8.54,Low,Yes,Severe,1
3939,25,Male,10.89,2.99,1.34,4.9,5.67,234,41,12.48,Medium,Yes,Severe,1
3940,25,Male,8.43,3.06,3.38,3.12,5.77,132,122,10.98,High,Yes,Severe,1
3941,26,Other,4.17,5.64,3.01,3.89,6.27,124,29,5.22,Medium,No,Moderate,1
3942,34,Other,4.67,1.14,0.84,3.9,8.96,144,146,5.71,Medium,Yes,Mild,0
3943,29,Female,8.56,1.09,2.43,5.35,6.6,83,146,9.96,Medium,Yes,Moderate,1
3944,26,Male,5.04,4.31,0.78,2.73,6.76,44,34,6.69,Low,No,Severe,1
3945,28,Other,8.37,2.33,3.91,3.83,8.66,226,27,9.93,High,No,Moderate,1
3946,26,Female,7.84,1.8,3.21,3.84,7.79,200,53,9.64,Medium,No,Mild,0
3947,24,Female,9.31,4.73,1.2,1.71,5.91,164,45,10.47,Low,No,Severe,1
3948,19,Male,8.22,3.04,1.56,2.21,5.14,112,141,9.37,Medium,Yes,Severe,1
3949,33,Other,8.73,3.06,3.71,0.61,6.16,138,125,10.18,Low,Yes,Severe,1
3950,32,Male,8.13,3.84,1.28,4.17,4.5,27,116,10.39,Medium,Yes,Severe,1
3951,33,Male,4.53,4.9,0.91,5.73,6.34,112,25,5.71,High,Yes,Severe,1
3952,34,Male,4.38,1.33,0.21,1.29,5.93,213,68,6.43,Low,Yes,Mild,0
3953,20,Female,10.05,1.02,1.76,5.47,8.23,134,60,12.09,Low,No,Severe,1
3954,22,Other,5.17,3.27,2.78,0.65,7.26,146,103,6.87,Medium,No,Mild,0
3955,27,Male,5.55,5.04,0.93,1.66,8.75,218,177,7.45,Medium,No,Severe,1
3956,19,Other,4.86,2.1,0.8,0.79,5.12,42,68,5.46,Medium,Yes,Mild,0
3957,26,Other,8.95,4.57,3.22,0.73,6.15,210,159,10.06,Medium,Yes,Severe,1
3958,33,Other,9.65,3.94,0.78,2.07,7.59,79,176,10.26,High,No,Moderate,1
3959,22,Male,10.49,1.05,3.4,1.38,8.1,191,19,13.2,High,Yes,Moderate,1
3960,20,Other,7.75,2.57,3.97,4.16,5.01,41,21,9.61,Low,Yes,Mild,0
3961,35,Other,5.17,2.7,2.31,3.14,4.53,192,50,7.66,High,No,Mild,0
3962,28,Male,5.16,2.47,1.24,4.13,8.57,175,63,6.53,Medium,Yes,Mild,0
3963,30,Other,4.46,4.94,2.65,1.77,7.66,179,51,5.1,Low,No,Severe,1
3964,20,Other,5.35,0.56,0.18,4.03,7.45,179,108,7.77,Low,No,Not addicted,0
3965,28,Female,5.12,5.73,3.13,5.33,4.9,118,138,6.19,Low,Yes,Severe,1
3966,28,Other,10.38,5.71,1.18,4.18,8.37,197,91,12.32,Medium,Yes,Moderate,1
3967,29,Female,7.93,4.49,2.96,0.65,4.51,48,177,10.18,High,No,Severe,1
3968,27,Male,7.96,2.21,2.38,0.52,5.72,113,41,10.46,High,No,Mild,0
3969,22,Male,4.53,4.47,1.81,2.31,7.26,54,103,6.97,High,Yes,Moderate,1
3970,24,Male,4.58,4.3,0.42,0.79,7.38,53,145,6.98,Low,Yes,Severe,1
3971,28,Other,10.36,2.96,3.97,5.37,5.01,130,69,12.02,High,Yes,Severe,1
3972,31,Female,9.93,5.63,2.98,1.64,4.6,66,55,11.3,Medium,No,Severe,1
3973,35,Other,8.61,1.46,3.62,3.19,6.38,45,68,9.65,Medium,No,Moderate,1
3974,29,Male,11.66,5.65,1.59,0.85,8.79,173,98,14.27,Low,No,Severe,1
3975,27,Female,7.49,5.55,3.04,2.85,5.38,135,157,10.26,Low,No,Severe,1
3976,34,Male,6.19,2.86,1.25,3.24,6.38,111,97,8.38,Medium,Yes,Moderate,1
3977,35,Male,6.66,2.51,3.33,2.68,7.2,218,163,8.19,Medium,No,Mild,0
3978,29,Female,8.27,0.53,2.46,5.3,8.29,125,143,9.91,Medium,Yes,Severe,1
3979,30,Male,11.62,3.25,1.43,5.16,6.95,221,91,13.84,Medium,Yes,Severe,1
3980,34,Other,9.34,5.0,0.73,2.54,7.72,46,121,10.2,Medium,No,Moderate,1
3981,23,Other,3.25,3.88,0.72,1.46,5.33,218,72,5.15,Low,No,Mild,0
3982,30,Other,11.81,5.33,0.54,3.21,5.6,204,39,14.53,Medium,No,Severe,1
3983,33,Male,8.67,2.23,0.39,4.2,8.77,90,109,11.05,High,Yes,Severe,1
3984,25,Male,5.98,5.25,1.17,3.85,8.26,194,172,8.59,Low,No,Severe,1
3985,29,Male,11.3,4.05,2.4,2.37,5.1,203,136,13.43,Medium,Yes,Moderate,1
3986,19,Male,3.59,0.99,2.67,4.65,6.56,216,31,4.4,Medium,No,Not addicted,0
3987,31,Other,10.66,3.6,2.44,1.03,8.42,100,15,11.86,Medium,No,Moderate,1
3988,32,Female,11.1,5.79,0.25,5.16,6.13,145,108,13.54,Low,No,Severe,1
3989,26,Female,4.51,0.59,1.2,0.59,6.79,95,37,7.2,Low,No,Mild,0
3990,19,Female,10.5,3.51,0.7,2.31,7.68,99,45,11.84,Low,Yes,Moderate,1
3991,29,Male,10.51,4.68,3.93,5.9,8.35,232,163,13.5,High,Yes,Severe,1
3992,31,Other,8.28,1.12,3.04,4.99,5.27,158,82,10.75,High,Yes,Severe,1
3993,28,Male,11.8,4.82,2.35,2.5,8.86,144,133,14.14,High,No,Moderate,1
3994,31,Female,8.39,4.11,3.28,2.64,7.53,248,79,10.39,Medium,Yes,Moderate,1
3995,31,Other,4.12,0.56,2.85,2.45,4.85,55,21,6.93,Medium,No,Mild,0
3996,21,Male,6.01,4.8,0.82,1.94,5.68,69,158,7.38,High,No,Moderate,1
3997,33,Male,6.23,5.27,2.78,1.98,7.62,82,153,8.57,High,No,Moderate,1
3998,35,Male,7.64,3.96,2.65,5.2,7.56,50,74,8.72,Medium,No,Mild,0
3999,24,Other,3.84,1.79,1.1,3.96,6.49,191,134,6.54,Low,Yes,Mild,0
4000,33,Other,9.95,2.79,0.98,3.3,7.92,177,180,10.55,High,Yes,Moderate,1
4001,23,Male,4.55,0.78,2.03,1.28,8.46,98,87,6.35,High,Yes,Mild,0
4002,33,Other,7.63,5.32,2.25,2.78,5.65,110,136,8.41,Low,No,Moderate,1
4003,28,Male,11.92,3.75,0.06,4.8,7.34,150,90,12.83,Medium,Yes,Severe,1
4004,21,Female,7.85,4.8,3.32,5.91,8.33,221,39,8.95,Medium,No,Moderate,1
4005,19,Male,5.02,5.39,0.24,2.38,7.5,166,58,6.35,High,Yes,Severe,1
4006,25,Other,5.21,2.41,0.46,2.75,5.23,61,27,5.91,Medium,Yes,Mild,0
4007,31,Other,7.98,6.0,1.62,0.95,6.23,135,17,10.06,Medium,Yes,Moderate,1
4008,22,Female,11.51,5.03,1.07,3.01,7.99,116,125,12.72,High,No,Moderate,1
4009,22,Female,10.45,1.2,3.03,1.85,7.76,31,177,13.08,Low,Yes,Severe,1
4010,30,Female,7.88,4.29,3.94,5.01,5.97,171,48,10.43,Low,No,Severe,1
4011,26,Female,9.02,4.47,1.11,3.77,5.13,95,134,11.63,High,Yes,Severe,1
4012,26,Female,10.08,2.19,0.5,1.09,8.26,125,74,12.0,High,Yes,Severe,1
4013,28,Female,3.91,2.06,1.03,2.81,8.1,144,94,5.7,Medium,No,Not addicted,0
4014,22,Female,9.33,3.31,2.04,4.16,6.27,117,96,11.99,High,Yes,Moderate,1
4015,25,Female,11.83,3.12,2.23,1.35,5.57,172,40,12.89,Medium,No,Severe,1
4016,34,Male,4.97,1.68,1.94,5.43,5.1,218,127,7.31,Medium,No,Not addicted,0
4017,26,Female,4.04,5.98,3.88,5.94,4.51,72,149,6.23,Medium,Yes,Moderate,1
4018,33,Male,4.24,1.76,3.46,3.0,5.16,133,91,7.03,High,No,Mild,0
4019,33,Male,3.44,4.21,3.42,1.8,5.56,174,157,5.6,High,No,Severe,1
4020,25,Male,11.6,1.38,3.97,3.42,8.62,68,178,13.25,Medium,Yes,Severe,1
4021,23,Other,11.53,3.4,1.12,5.93,7.95,245,40,13.85,High,No,Moderate,1
4022,21,Female,11.21,4.89,2.41,1.99,7.03,147,158,12.3,Low,Yes,Severe,1
4023,24,Other,4.8,5.55,2.98,5.41,5.94,68,94,5.79,Medium,No,Moderate,1
4024,32,Male,4.15,0.57,0.2,5.59,7.04,75,62,5.38,Medium,Yes,Not addicted,0
4025,20,Female,9.13,5.81,1.84,1.11,5.37,54,90,11.25,Low,No,Moderate,1
4026,26,Other,7.32,1.82,2.29,0.66,6.69,249,49,8.03,Low,No,Moderate,1
4027,35,Male,11.48,2.87,2.4,0.93,5.16,237,43,13.4,High,Yes,Severe,1
4028,26,Male,5.62,3.93,0.71,0.71,6.23,169,175,8.16,Medium,Yes,Not addicted,0
4029,20,Male,11.41,3.61,1.97,3.67,4.98,123,106,14.05,Low,Yes,Moderate,1
4030,29,Female,5.48,5.85,3.01,3.07,6.25,49,47,6.54,Medium,Yes,Severe,1
4031,29,Other,3.83,5.91,0.08,2.62,6.35,157,104,5.51,Medium,Yes,Severe,1
4032,25,Male,7.94,5.22,1.8,4.01,8.07,210,154,9.11,Medium,Yes,Severe,1
4033,19,Male,11.33,1.09,2.37,0.93,5.22,124,64,14.29,Medium,Yes,Severe,1
4034,20,Female,4.25,4.15,3.74,4.59,5.43,213,37,4.88,Medium,Yes,Moderate,1
4035,18,Female,6.27,2.61,1.82,2.12,7.75,64,104,7.17,Low,Yes,Moderate,1
4036,30,Female,6.03,4.99,2.82,2.03,6.19,227,34,7.61,Low,No,Severe,1
4037,19,Female,4.86,2.36,1.42,4.61,8.34,92,55,7.44,Low,No,Not addicted,0
4038,31,Other,6.82,5.27,2.98,1.19,6.34,198,138,8.29,Medium,No,Severe,1
4039,18,Male,5.5,2.46,3.01,5.67,7.9,95,58,7.73,Medium,No,Mild,0
4040,29,Other,5.6,2.97,0.21,1.99,6.67,178,116,6.2,High,Yes,Mild,0
4041,33,Male,11.21,1.72,0.43,0.76,6.07,236,102,12.3,High,No,Moderate,1
4042,21,Other,9.95,4.02,3.79,2.25,8.15,85,16,10.68,Low,No,Moderate,1
4043,32,Other,8.5,4.84,2.81,2.79,6.97,155,146,9.6,High,No,Severe,1
4044,25,Male,6.84,2.26,2.53,2.97,7.94,134,162,8.75,High,No,Moderate,1
4045,29,Female,9.6,5.57,2.53,4.06,4.76,216,92,10.63,High,Yes,Severe,1
4046,30,Male,7.64,3.72,1.98,4.2,5.98,226,130,9.45,High,No,Moderate,1
4047,28,Male,5.09,4.68,0.43,3.41,6.95,123,127,6.9,High,No,Severe,1
4048,21,Female,10.62,5.42,3.61,4.24,8.35,225,87,12.15,Low,Yes,Severe,1
4049,23,Female,4.95,5.45,0.08,0.55,5.16,223,174,7.85,Medium,No,Moderate,1
4050,20,Male,10.21,3.58,1.94,2.99,6.15,228,61,10.81,High,Yes,Severe,1
4051,25,Other,9.16,0.61,1.15,4.94,5.73,47,174,12.05,Low,No,Moderate,1
4052,19,Male,4.9,3.21,2.12,0.58,7.06,204,71,5.78,High,No,Not addicted,0
4053,20,Female,7.1,5.08,3.54,4.63,8.77,144,22,9.15,Low,No,Severe,1
4054,19,Other,7.97,3.12,2.79,3.12,8.87,47,121,10.47,Low,No,Moderate,1
4055,23,Male,7.41,2.78,0.19,0.74,8.86,183,170,10.19,Medium,No,Moderate,1
4056,18,Male,8.35,3.04,0.25,1.68,6.17,192,116,9.8,Low,Yes,Severe,1
4057,18,Other,7.74,2.36,0.97,3.0,4.53,35,20,8.49,Low,Yes,Mild,0
4058,21,Male,4.52,2.68,3.32,5.31,8.75,30,96,5.26,High,Yes,Not addicted,0
4059,35,Male,11.18,4.54,2.27,4.84,7.77,48,16,13.64,Medium,No,Severe,1
4060,19,Female,10.55,1.1,2.46,0.94,8.06,218,123,11.62,Low,Yes,Moderate,1
4061,21,Male,8.11,1.92,0.54,5.83,7.16,104,144,10.19,Low,No,Severe,1
4062,21,Female,3.57,5.31,0.08,4.81,8.16,84,92,6.04,High,No,Severe,1
4063,19,Other,11.75,4.38,3.69,1.36,7.72,236,147,13.91,Low,No,Severe,1
4064,34,Male,3.45,4.32,3.79,3.9,8.87,20,58,4.69,Medium,Yes,Severe,1
4065,25,Male,11.68,1.49,0.46,3.05,5.94,148,128,13.42,Low,Yes,Moderate,1
4066,22,Other,3.15,1.0,0.83,4.91,5.09,80,42,5.6,Medium,No,Mild,0
4067,32,Female,5.52,3.35,0.67,3.31,6.7,22,142,8.3,High,Yes,Not addicted,0
4068,31,Other,5.07,4.34,3.66,2.8,8.4,213,126,6.01,Medium,Yes,Moderate,1
4069,31,Female,11.51,2.22,2.44,0.89,8.91,30,80,13.99,Medium,Yes,Severe,1
4070,28,Other,10.78,5.93,3.88,4.01,8.32,207,92,13.55,Medium,No,Severe,1
4071,21,Other,5.21,4.98,2.53,1.11,5.39,62,134,6.96,High,Yes,Moderate,1
4072,32,Female,9.93,1.3,3.13,1.45,6.61,116,124,12.83,Medium,No,Moderate,1
4073,27,Male,9.92,4.74,1.16,2.86,5.87,180,85,12.04,Low,Yes,Moderate,1
4074,21,Male,10.65,1.79,1.66,4.66,8.52,164,90,12.05,Low,Yes,Moderate,1
4075,25,Female,5.75,5.76,2.89,1.7,6.24,151,56,8.71,High,No,Severe,1
4076,29,Other,5.73,5.46,0.6,0.53,8.04,76,172,7.6,Low,Yes,Moderate,1
4077,32,Male,8.75,0.9,2.45,5.45,7.52,143,17,9.5,Medium,Yes,Moderate,1
4078,29,Female,9.74,3.41,2.55,5.11,5.45,110,77,11.76,Low,Yes,Moderate,1
4079,35,Female,7.16,4.47,1.62,0.71,7.99,116,66,9.91,Medium,No,Moderate,1
4080,32,Male,10.38,3.83,3.14,1.25,8.42,114,31,10.98,High,Yes,Moderate,1
4081,26,Female,5.65,0.58,0.56,3.18,5.12,23,111,6.99,High,No,Not addicted,0
4082,31,Other,8.66,3.54,3.34,3.39,6.22,70,57,11.34,Medium,No,Moderate,1
4083,21,Male,3.79,1.86,2.99,3.02,5.53,172,143,6.45,Medium,Yes,Mild,0
4084,26,Male,10.65,5.81,1.73,5.42,5.1,76,22,13.14,High,No,Severe,1
4085,27,Female,11.46,3.28,0.81,5.48,6.78,210,31,12.99,Medium,Yes,Severe,1
4086,19,Other,6.2,2.06,1.9,1.85,8.06,94,140,8.89,Low,No,Mild,0
4087,27,Other,6.0,3.84,3.65,3.56,7.15,65,62,8.81,Medium,No,Mild,0
4088,27,Female,3.24,4.08,1.12,1.17,4.54,96,177,5.22,Medium,Yes,Moderate,1
4089,32,Male,7.74,4.9,1.49,3.61,8.26,28,103,9.34,High,No,Severe,1
4090,31,Other,8.35,5.17,0.86,3.62,8.11,207,17,8.93,High,Yes,Severe,1
4091,29,Male,11.48,3.77,3.44,1.51,7.38,122,67,13.12,Medium,Yes,Moderate,1
4092,29,Female,4.42,2.49,2.88,3.19,4.64,76,39,6.77,Low,Yes,Mild,0
4093,21,Female,7.41,4.17,1.46,1.58,5.14,95,159,9.49,Low,No,Moderate,1
4094,31,Other,8.21,2.21,2.21,5.37,6.64,137,32,9.29,High,Yes,Severe,1
4095,34,Other,9.13,0.96,0.23,2.42,8.19,157,59,10.46,Low,No,Moderate,1
4096,31,Other,10.07,1.6,3.11,5.21,6.44,216,54,10.57,High,Yes,Severe,1
4097,35,Male,8.95,4.37,2.23,1.34,7.63,143,99,9.71,Low,No,Severe,1
4098,19,Other,9.24,2.92,3.78,5.7,4.66,118,111,11.28,Low,Yes,Severe,1
4099,30,Female,7.66,3.61,1.1,0.93,5.79,166,75,8.67,Low,Yes,Moderate,1
4100,35,Female,5.86,5.8,0.68,4.62,5.06,152,25,7.34,High,Yes,Moderate,1
4101,25,Male,4.53,4.27,2.96,3.52,8.4,57,167,6.68,Medium,No,Severe,1
4102,24,Other,9.26,0.84,1.76,4.97,8.1,151,127,9.96,High,No,Severe,1
4103,28,Female,11.58,2.19,3.48,0.66,6.59,94,101,14.12,Medium,No,Severe,1
4104,21,Male,8.83,2.11,1.68,5.12,8.21,108,40,10.58,Low,No,Moderate,1
4105,23,Other,10.97,1.72,3.14,5.39,7.68,70,25,12.3,High,No,Severe,1
4106,34,Female,10.32,2.72,0.22,6.0,5.34,241,101,10.88,High,No,Severe,1
4107,19,Female,11.43,3.67,2.7,0.61,8.71,202,52,13.0,Low,No,Severe,1
4108,29,Other,10.74,4.54,0.54,4.7,5.65,89,42,12.86,Medium,Yes,Moderate,1
4109,26,Male,3.13,4.64,1.04,3.63,6.84,151,68,4.43,Medium,Yes,Moderate,1
4110,20,Other,7.97,4.28,0.03,3.33,4.98,181,70,9.8,High,Yes,Moderate,1
4111,22,Male,7.29,3.62,2.02,3.67,5.49,235,42,10.17,High,No,Mild,0
4112,31,Other,5.99,1.04,2.1,0.91,7.82,136,122,8.35,Low,Yes,Mild,0
4113,32,Other,9.15,2.26,0.5,2.76,5.88,220,37,10.48,High,Yes,Moderate,1
4114,21,Male,11.16,5.93,1.61,2.9,8.07,40,139,14.03,Low,Yes,Moderate,1
4115,32,Female,11.11,3.63,0.46,2.29,7.71,223,140,13.3,Medium,Yes,Severe,1
4116,25,Female,11.57,2.83,1.48,1.01,6.83,52,97,13.16,Medium,No,Moderate,1
4117,24,Female,8.37,3.01,1.88,4.72,5.63,197,64,9.9,High,Yes,Moderate,1
4118,21,Female,5.11,2.34,0.75,2.06,4.56,141,94,8.09,Medium,No,Mild,0
4119,27,Male,8.81,2.13,2.8,2.18,5.64,56,44,10.6,Medium,Yes,Moderate,1
4120,22,Male,11.05,5.48,2.04,5.67,8.81,91,25,13.8,Medium,Yes,Moderate,1
4121,28,Other,3.6,2.21,2.66,2.55,6.95,189,121,4.91,Medium,No,Not addicted,0
4122,33,Male,10.1,2.11,3.54,0.93,5.89,62,101,12.46,High,Yes,Severe,1
4123,18,Male,6.82,4.77,3.31,1.24,7.79,178,129,8.37,Medium,No,Severe,1
4124,19,Female,10.89,5.0,2.53,5.27,8.51,79,69,13.84,Medium,No,Severe,1
4125,27,Other,10.62,0.68,2.94,5.96,7.01,71,164,12.29,Low,Yes,Moderate,1
4126,19,Other,11.12,1.7,3.67,2.01,7.3,82,100,13.46,High,Yes,Severe,1
4127,21,Female,11.28,3.17,2.75,5.57,8.17,33,69,11.98,Low,No,Severe,1
4128,27,Female,11.11,4.36,0.39,5.7,8.69,141,145,13.59,Medium,No,Severe,1
4129,34,Other,8.63,4.49,2.48,5.34,6.59,168,137,9.34,Medium,Yes,Severe,1
4130,27,Male,6.75,4.06,2.45,5.62,7.15,65,72,8.85,High,No,Moderate,1
4131,35,Other,10.74,5.8,2.89,4.55,5.42,54,141,12.92,Medium,No,Severe,1
4132,34,Female,5.72,0.6,0.92,5.68,8.73,104,30,7.82,Low,No,Not addicted,0
4133,21,Male,3.87,4.65,0.16,2.94,6.33,236,39,6.87,Low,Yes,Severe,1
4134,27,Other,8.4,3.12,0.21,4.42,7.34,165,121,11.06,Low,Yes,Severe,1
4135,23,Female,9.8,3.75,0.21,4.75,5.43,128,153,11.41,Low,Yes,Severe,1
4136,33,Male,6.39,1.12,2.55,5.22,6.01,181,97,7.9,Low,No,Mild,0
4137,29,Male,9.67,5.64,3.66,3.95,7.58,97,157,12.23,High,No,Moderate,1
4138,23,Male,10.83,5.52,0.13,4.71,7.1,30,94,11.45,Low,Yes,Severe,1
4139,32,Female,3.29,2.72,1.01,5.36,8.09,205,78,4.33,Low,No,Not addicted,0
4140,20,Other,5.63,3.94,0.5,3.32,8.54,243,115,6.54,Low,No,Mild,0
4141,27,Other,9.55,5.79,2.57,1.48,4.66,46,141,10.39,Medium,Yes,Moderate,1
4142,28,Female,11.04,5.47,3.07,5.92,7.79,145,160,12.59,Low,Yes,Moderate,1
4143,19,Other,8.96,4.5,1.1,2.64,4.86,250,122,11.21,High,No,Moderate,1
4144,30,Male,6.53,3.15,1.11,3.16,8.95,101,151,9.28,Medium,No,Mild,0
4145,32,Female,7.6,4.33,1.79,1.03,8.48,138,46,8.54,High,Yes,Moderate,1
4146,30,Male,9.49,3.13,2.66,4.64,6.7,22,15,10.31,High,No,Severe,1
4147,26,Female,5.75,1.51,2.02,5.16,8.77,20,17,6.8,High,No,Not addicted,0
4148,27,Other,6.81,5.73,3.33,2.19,7.19,188,153,8.35,High,No,Severe,1
4149,26,Other,8.42,1.56,0.71,1.65,7.12,62,111,10.3,Medium,No,Moderate,1
4150,24,Male,7.23,2.55,3.95,4.86,6.89,221,88,8.55,High,No,Moderate,1
4151,18,Female,8.22,1.93,3.81,2.08,4.58,149,43,9.28,Low,Yes,Severe,1
4152,29,Female,3.17,0.92,0.65,2.66,7.89,197,110,5.5,Low,No,Mild,0
4153,32,Female,5.09,2.08,2.28,4.13,6.41,65,52,7.61,Medium,No,Mild,0
4154,18,Female,4.81,3.55,3.22,5.82,4.77,37,30,5.43,Medium,No,Mild,0
4155,21,Male,8.66,4.1,0.96,3.82,6.25,142,169,9.77,High,Yes,Moderate,1
4156,34,Other,4.76,1.58,1.78,2.86,6.81,161,117,6.57,High,Yes,Mild,0
4157,21,Male,11.64,1.66,3.48,2.89,6.92,116,104,12.59,Low,Yes,Severe,1
4158,33,Male,10.27,3.99,3.34,3.97,5.56,159,140,11.35,High,No,Moderate,1
4159,34,Male,3.23,5.68,1.02,5.53,6.32,190,65,6.05,Medium,Yes,Severe,1
4160,35,Female,6.55,1.35,2.88,2.75,7.34,67,151,7.27,Low,No,Moderate,1
4161,32,Other,9.67,2.94,3.1,5.19,8.83,191,73,11.92,Medium,Yes,Moderate,1
4162,19,Other,6.23,3.67,1.06,2.87,8.77,166,160,7.3,Low,No,Mild,0
4163,33,Male,5.53,4.18,0.63,1.91,6.25,34,75,6.63,Medium,No,Severe,1
4164,30,Other,6.15,3.4,1.09,3.83,7.26,230,119,8.54,Low,Yes,Mild,0
4165,27,Female,3.19,1.81,1.46,3.1,5.69,123,67,5.19,Medium,No,Not addicted,0
4166,34,Male,5.91,0.56,0.56,5.61,7.68,235,73,7.68,High,No,Not addicted,0
4167,34,Male,6.86,5.45,3.73,3.63,8.03,88,180,9.35,Medium,Yes,Severe,1
4168,26,Male,8.55,2.21,3.02,4.61,6.05,175,139,9.99,Low,No,Severe,1
4169,30,Male,10.57,3.9,1.57,4.44,6.69,204,161,12.58,Medium,No,Moderate,1
4170,23,Male,4.27,2.86,3.48,2.58,7.54,213,97,7.11,Low,Yes,Not addicted,0
4171,33,Other,3.1,3.03,1.45,0.83,8.31,235,122,5.61,High,No,Mild,0
4172,25,Female,10.71,4.31,3.59,1.1,6.11,242,156,12.15,High,Yes,Moderate,1
4173,34,Female,11.02,0.89,3.05,5.37,6.74,243,16,11.66,Medium,Yes,Severe,1
4174,34,Female,10.96,2.41,2.27,5.27,8.52,60,51,13.63,Medium,No,Severe,1
4175,28,Other,4.64,1.5,0.38,4.59,6.91,177,94,5.84,Low,Yes,Mild,0
4176,20,Female,11.19,2.71,2.4,1.65,4.73,161,35,12.48,High,No,Moderate,1
4177,18,Other,6.14,4.13,3.06,3.79,7.69,23,125,8.7,Low,No,Moderate,1
4178,20,Other,10.27,3.35,1.94,0.73,8.13,185,43,10.93,Low,Yes,Severe,1
4179,25,Other,10.5,1.3,1.1,1.23,6.48,226,147,12.46,High,No,Moderate,1
4180,25,Other,3.07,4.03,2.21,0.81,5.15,148,106,3.69,Medium,Yes,Moderate,1
4181,21,Other,8.14,1.32,1.63,1.94,7.78,110,150,10.06,Medium,No,Moderate,1
4182,26,Female,5.45,0.58,3.5,3.49,8.73,129,105,8.43,Medium,Yes,Not addicted,0
4183,19,Female,9.19,2.55,2.04,2.18,6.62,106,117,10.64,Low,Yes,Moderate,1
